Región,Comuna,País o continente de nacimiento,Inmigrantes internacionales
Coquimbo,Canela,Bolivia (Estado Plurinacional de),11.0
Coquimbo,Canela,Colombia,15.0
Coquimbo,Canela,Haití,0.0
Coquimbo,Canela,Perú,19.0
Coquimbo,Canela,Venezuela (República Bolivariana de),20.0
Coquimbo,Canela,Otros países de América del Sur,8.0
Coquimbo,Canela,Otros países de América Central y El Caribe,4.0
Coquimbo,Canela,América del Norte,0.0
Coquimbo,Canela,Europa,3.0
Coquimbo,Canela,Asia,2.0
Coquimbo,Canela,África,0.0
Coquimbo,Canela,Oceanía,0.0
Coquimbo,Canela,País de nacimiento no declarado,0.0
Coquimbo,Los Vilos,Total nacidos fuera del país,1382.0
Coquimbo,Los Vilos,Argentina,62.0
Coquimbo,Los Vilos,Bolivia (Estado Plurinacional de),48.0
Coquimbo,Los Vilos,Colombia,213.0
Coquimbo,Los Vilos,Haití,38.0
Coquimbo,Los Vilos,Perú,52.0
Coquimbo,Los Vilos,Venezuela (República Bolivariana de),853.0
Coquimbo,Los Vilos,Otros países de América del Sur,48.0
Coquimbo,Los Vilos,Otros países de América Central y El Caribe,37.0
Coquimbo,Los Vilos,América del Norte,0.0
Coquimbo,Los Vilos,Europa,21.0
Coquimbo,Los Vilos,Asia,8.0
Coquimbo,Los Vilos,África,1.0
Coquimbo,Los Vilos,Oceanía,1.0
Coquimbo,Los Vilos,País de nacimiento no declarado,0.0
Coquimbo,Salamanca,Total nacidos fuera del país,1271.0
Coquimbo,Salamanca,Argentina,46.0
Coquimbo,Salamanca,Bolivia (Estado Plurinacional de),84.0
Coquimbo,Salamanca,Colombia,141.0
Coquimbo,Salamanca,Haití,50.0
Coquimbo,Salamanca,Perú,242.0
Coquimbo,Salamanca,Venezuela (República Bolivariana de),504.0
Coquimbo,Salamanca,Otros países de América del Sur,123.0
Coquimbo,Salamanca,Otros países de América Central y El Caribe,55.0
Coquimbo,Salamanca,América del Norte,6.0
Coquimbo,Salamanca,Europa,11.0
Coquimbo,Salamanca,Asia,8.0
Coquimbo,Salamanca,África,1.0
Coquimbo,Salamanca,Oceanía,0.0
Coquimbo,Salamanca,País de nacimiento no declarado,0.0
Coquimbo,Ovalle,Total nacidos fuera del país,5834.0
Coquimbo,Ovalle,Argentina,164.0
Coquimbo,Ovalle,Bolivia (Estado Plurinacional de),1325.0
Coquimbo,Ovalle,Colombia,934.0
Coquimbo,Ovalle,Haití,349.0
Coquimbo,Ovalle,Perú,459.0
Coquimbo,Ovalle,Venezuela (República Bolivariana de),2120.0
Coquimbo,Ovalle,Otros países de América del Sur,250.0
Coquimbo,Ovalle,Otros países de América Central y El Caribe,90.0
Coquimbo,Ovalle,América del Norte,17.0
Coquimbo,Ovalle,Europa,46.0
Coquimbo,Ovalle,Asia,68.0
Coquimbo,Ovalle,África,4.0
Coquimbo,Ovalle,Oceanía,0.0
Coquimbo,Ovalle,País de nacimiento no declarado,8.0
Coquimbo,Combarbalá,Total nacidos fuera del país,168.0
Coquimbo,Combarbalá,Argentina,11.0
Coquimbo,Combarbalá,Bolivia (Estado Plurinacional de),29.0
Coquimbo,Combarbalá,Colombia,8.0
Coquimbo,Combarbalá,Haití,4.0
Coquimbo,Combarbalá,Perú,15.0
Coquimbo,Combarbalá,Venezuela (República Bolivariana de),76.0
Coquimbo,Combarbalá,Otros países de América del Sur,12.0
Coquimbo,Combarbalá,Otros países de América Central y El Caribe,3.0
Coquimbo,Combarbalá,América del Norte,1.0
Coquimbo,Combarbalá,Europa,5.0
Coquimbo,Combarbalá,Asia,0.0
Coquimbo,Combarbalá,África,0.0
Coquimbo,Combarbalá,Oceanía,4.0
Coquimbo,Combarbalá,País de nacimiento no declarado,0.0
Coquimbo,Monte Patria,Total nacidos fuera del país,452.0
Coquimbo,Monte Patria,Argentina,43.0
Coquimbo,Monte Patria,Bolivia (Estado Plurinacional de),198.0
Coquimbo,Monte Patria,Colombia,32.0
Coquimbo,Monte Patria,Haití,42.0
Coquimbo,Monte Patria,Perú,38.0
Coquimbo,Monte Patria,Venezuela (República Bolivariana de),48.0
Coquimbo,Monte Patria,Otros países de América del Sur,31.0
Coquimbo,Monte Patria,Otros países de América Central y El Caribe,7.0
Coquimbo,Monte Patria,América del Norte,3.0
Coquimbo,Monte Patria,Europa,6.0
Coquimbo,Monte Patria,Asia,2.0
Coquimbo,Monte Patria,África,2.0
Coquimbo,Monte Patria,Oceanía,0.0
Coquimbo,Monte Patria,País de nacimiento no declarado,0.0
Coquimbo,Punitaqui,Total nacidos fuera del país,236.0
Coquimbo,Punitaqui,Argentina,20.0
Coquimbo,Punitaqui,Bolivia (Estado Plurinacional de),108.0
Coquimbo,Punitaqui,Colombia,24.0
Coquimbo,Punitaqui,Haití,7.0
Coquimbo,Punitaqui,Perú,17.0
Coquimbo,Punitaqui,Venezuela (República Bolivariana de),48.0
Coquimbo,Punitaqui,Otros países de América del Sur,8.0
Coquimbo,Punitaqui,Otros países de América Central y El Caribe,2.0
Coquimbo,Punitaqui,América del Norte,0.0
Coquimbo,Punitaqui,Europa,1.0
Coquimbo,Punitaqui,Asia,0.0
Coquimbo,Punitaqui,África,1.0
Coquimbo,Punitaqui,Oceanía,0.0
Coquimbo,Punitaqui,País de nacimiento no declarado,0.0
Coquimbo,Río Hurtado,Total nacidos fuera del país,38.0
Coquimbo,Río Hurtado,Argentina,13.0
Coquimbo,Río Hurtado,Bolivia (Estado Plurinacional de),7.0
Coquimbo,Río Hurtado,Colombia,1.0
Coquimbo,Río Hurtado,Haití,1.0
Coquimbo,Río Hurtado,Perú,2.0
Coquimbo,Río Hurtado,Venezuela (República Bolivariana de),1.0
Coquimbo,Río Hurtado,Otros países de América del Sur,3.0
Coquimbo,Río Hurtado,Otros países de América Central y El Caribe,0.0
Coquimbo,Río Hurtado,América del Norte,0.0
Coquimbo,Río Hurtado,Europa,10.0
Coquimbo,Río Hurtado,Asia,0.0
Coquimbo,Río Hurtado,África,0.0
Coquimbo,Río Hurtado,Oceanía,0.0
Coquimbo,Río Hurtado,País de nacimiento no declarado,0.0
Valparaíso,Valparaíso,Total nacidos fuera del país,13223.0
Valparaíso,Valparaíso,Argentina,1174.0
Valparaíso,Valparaíso,Bolivia (Estado Plurinacional de),260.0
Valparaíso,Valparaíso,Colombia,1336.0
Valparaíso,Valparaíso,Haití,489.0
Valparaíso,Valparaíso,Perú,761.0
Valparaíso,Valparaíso,Venezuela (República Bolivariana de),6951.0
Valparaíso,Valparaíso,Otros países de América del Sur,652.0
Valparaíso,Valparaíso,Otros países de América Central y El Caribe,417.0
Valparaíso,Valparaíso,América del Norte,196.0
Valparaíso,Valparaíso,Europa,793.0
Valparaíso,Valparaíso,Asia,127.0
Valparaíso,Valparaíso,África,24.0
Valparaíso,Valparaíso,Oceanía,30.0
Valparaíso,Valparaíso,País de nacimiento no declarado,13.0
Valparaíso,Casablanca,Total nacidos fuera del país,2250.0
Valparaíso,Casablanca,Argentina,83.0
Valparaíso,Casablanca,Bolivia (Estado Plurinacional de),30.0
Valparaíso,Casablanca,Colombia,126.0
Valparaíso,Casablanca,Haití,149.0
Valparaíso,Casablanca,Perú,84.0
Valparaíso,Casablanca,Venezuela (República Bolivariana de),1567.0
Valparaíso,Casablanca,Otros países de América del Sur,74.0
Valparaíso,Casablanca,Otros países de América Central y El Caribe,30.0
Valparaíso,Casablanca,América del Norte,29.0
Valparaíso,Casablanca,Europa,55.0
Valparaíso,Casablanca,Asia,13.0
Valparaíso,Casablanca,África,5.0
Valparaíso,Casablanca,Oceanía,3.0
Valparaíso,Casablanca,País de nacimiento no declarado,2.0
Valparaíso,Concón,Total nacidos fuera del país,4065.0
Valparaíso,Concón,Argentina,369.0
Valparaíso,Concón,Bolivia (Estado Plurinacional de),45.0
Valparaíso,Concón,Colombia,366.0
Valparaíso,Concón,Haití,36.0
Valparaíso,Concón,Perú,286.0
Valparaíso,Concón,Venezuela (República Bolivariana de),1994.0
Valparaíso,Concón,Otros países de América del Sur,312.0
Valparaíso,Concón,Otros países de América Central y El Caribe,102.0
Valparaíso,Concón,América del Norte,151.0
Valparaíso,Concón,Europa,330.0
Valparaíso,Concón,Asia,40.0
Valparaíso,Concón,África,11.0
Valparaíso,Concón,Oceanía,17.0
Valparaíso,Concón,País de nacimiento no declarado,6.0
Valparaíso,Juan Fernández,Total nacidos fuera del país,20.0
Valparaíso,Juan Fernández,Argentina,1.0
Valparaíso,Juan Fernández,Bolivia (Estado Plurinacional de),0.0
Valparaíso,Juan Fernández,Colombia,1.0
Valparaíso,Juan Fernández,Haití,0.0
Valparaíso,Juan Fernández,Perú,9.0
Valparaíso,Juan Fernández,Venezuela (República Bolivariana de),4.0
Valparaíso,Juan Fernández,Otros países de América del Sur,1.0
Valparaíso,Juan Fernández,Otros países de América Central y El Caribe,2.0
Valparaíso,Juan Fernández,América del Norte,1.0
Valparaíso,Juan Fernández,Europa,1.0
Valparaíso,Juan Fernández,Asia,0.0
Valparaíso,Juan Fernández,África,0.0
Valparaíso,Juan Fernández,Oceanía,0.0
Valparaíso,Juan Fernández,País de nacimiento no declarado,0.0
Valparaíso,Puchuncaví,Total nacidos fuera del país,949.0
Valparaíso,Puchuncaví,Argentina,106.0
Valparaíso,Puchuncaví,Bolivia (Estado Plurinacional de),19.0
Valparaíso,Puchuncaví,Colombia,191.0
Valparaíso,Puchuncaví,Haití,78.0
Valparaíso,Puchuncaví,Perú,73.0
Valparaíso,Puchuncaví,Venezuela (República Bolivariana de),324.0
Valparaíso,Puchuncaví,Otros países de América del Sur,41.0
Valparaíso,Puchuncaví,Otros países de América Central y El Caribe,44.0
Valparaíso,Puchuncaví,América del Norte,16.0
Valparaíso,Puchuncaví,Europa,47.0
Valparaíso,Puchuncaví,Asia,4.0
Valparaíso,Puchuncaví,África,0.0
Valparaíso,Puchuncaví,Oceanía,6.0
Valparaíso,Puchuncaví,País de nacimiento no declarado,0.0
Valparaíso,Quintero,Total nacidos fuera del país,1833.0
Valparaíso,Quintero,Argentina,166.0
Valparaíso,Quintero,Bolivia (Estado Plurinacional de),56.0
Valparaíso,Quintero,Colombia,159.0
Valparaíso,Quintero,Haití,376.0
Valparaíso,Quintero,Perú,125.0
Valparaíso,Quintero,Venezuela (República Bolivariana de),579.0
Valparaíso,Quintero,Otros países de América del Sur,189.0
Valparaíso,Quintero,Otros países de América Central y El Caribe,35.0
Valparaíso,Quintero,América del Norte,14.0
Valparaíso,Quintero,Europa,105.0
Valparaíso,Quintero,Asia,20.0
Valparaíso,Quintero,África,2.0
Valparaíso,Quintero,Oceanía,5.0
Valparaíso,Quintero,País de nacimiento no declarado,2.0
Valparaíso,Viña del Mar,Total nacidos fuera del país,21597.0
Valparaíso,Viña del Mar,Argentina,1997.0
Valparaíso,Viña del Mar,Bolivia (Estado Plurinacional de),352.0
Valparaíso,Viña del Mar,Colombia,1881.0
Valparaíso,Viña del Mar,Haití,461.0
Valparaíso,Viña del Mar,Perú,1380.0
Valparaíso,Viña del Mar,Venezuela (República Bolivariana de),11483.0
Valparaíso,Viña del Mar,Otros países de América del Sur,1279.0
Valparaíso,Viña del Mar,Otros países de América Central y El Caribe,618.0
Valparaíso,Viña del Mar,América del Norte,468.0
Valparaíso,Viña del Mar,Europa,1296.0
Valparaíso,Viña del Mar,Asia,278.0
Valparaíso,Viña del Mar,África,33.0
Valparaíso,Viña del Mar,Oceanía,45.0
Valparaíso,Viña del Mar,País de nacimiento no declarado,26.0
Valparaíso,Isla de Pascua,Total nacidos fuera del país,182.0
Valparaíso,Isla de Pascua,Argentina,17.0
Valparaíso,Isla de Pascua,Bolivia (Estado Plurinacional de),1.0
Valparaíso,Isla de Pascua,Colombia,34.0
Valparaíso,Isla de Pascua,Haití,2.0
Valparaíso,Isla de Pascua,Perú,24.0
Valparaíso,Isla de Pascua,Venezuela (República Bolivariana de),12.0
Valparaíso,Isla de Pascua,Otros países de América del Sur,7.0
Valparaíso,Isla de Pascua,Otros países de América Central y El Caribe,3.0
Valparaíso,Isla de Pascua,América del Norte,7.0
Valparaíso,Isla de Pascua,Europa,37.0
Valparaíso,Isla de Pascua,Asia,3.0
Valparaíso,Isla de Pascua,África,0.0
Valparaíso,Isla de Pascua,Oceanía,33.0
Valparaíso,Isla de Pascua,País de nacimiento no declarado,2.0
Valparaíso,Los Andes,Total nacidos fuera del país,4086.0
Valparaíso,Los Andes,Argentina,463.0
Valparaíso,Los Andes,Bolivia (Estado Plurinacional de),177.0
Valparaíso,Los Andes,Colombia,747.0
Valparaíso,Los Andes,Haití,67.0
Valparaíso,Los Andes,Perú,230.0
Valparaíso,Los Andes,Venezuela (República Bolivariana de),2010.0
Valparaíso,Los Andes,Otros países de América del Sur,201.0
Valparaíso,Los Andes,Otros países de América Central y El Caribe,78.0
Valparaíso,Los Andes,América del Norte,12.0
Valparaíso,Los Andes,Europa,49.0
Valparaíso,Los Andes,Asia,37.0
Valparaíso,Los Andes,África,4.0
Valparaíso,Los Andes,Oceanía,8.0
Valparaíso,Los Andes,País de nacimiento no declarado,3.0
Valparaíso,Calle Larga,Total nacidos fuera del país,528.0
Valparaíso,Calle Larga,Argentina,101.0
Valparaíso,Calle Larga,Bolivia (Estado Plurinacional de),46.0
Valparaíso,Calle Larga,Colombia,66.0
Valparaíso,Calle Larga,Haití,8.0
Valparaíso,Calle Larga,Perú,48.0
Valparaíso,Calle Larga,Venezuela (República Bolivariana de),188.0
Valparaíso,Calle Larga,Otros países de América del Sur,30.0
Valparaíso,Calle Larga,Otros países de América Central y El Caribe,14.0
Valparaíso,Calle Larga,América del Norte,2.0
Valparaíso,Calle Larga,Europa,19.0
Valparaíso,Calle Larga,Asia,1.0
Valparaíso,Calle Larga,África,5.0
Valparaíso,Calle Larga,Oceanía,0.0
Valparaíso,Calle Larga,País de nacimiento no declarado,0.0
Valparaíso,Rinconada,Total nacidos fuera del país,379.0
Valparaíso,Rinconada,Argentina,81.0
Valparaíso,Rinconada,Bolivia (Estado Plurinacional de),28.0
Valparaíso,Rinconada,Colombia,52.0
Valparaíso,Rinconada,Haití,2.0
Valparaíso,Rinconada,Perú,35.0
Valparaíso,Rinconada,Venezuela (República Bolivariana de),82.0
Valparaíso,Rinconada,Otros países de América del Sur,50.0
Valparaíso,Rinconada,Otros países de América Central y El Caribe,20.0
Valparaíso,Rinconada,América del Norte,3.0
Valparaíso,Rinconada,Europa,20.0
Valparaíso,Rinconada,Asia,4.0
Valparaíso,Rinconada,África,1.0
Valparaíso,Rinconada,Oceanía,0.0
Valparaíso,Rinconada,País de nacimiento no declarado,1.0
Valparaíso,San Esteban,Total nacidos fuera del país,593.0
Valparaíso,San Esteban,Argentina,141.0
Valparaíso,San Esteban,Bolivia (Estado Plurinacional de),24.0
Valparaíso,San Esteban,Colombia,83.0
Valparaíso,San Esteban,Haití,29.0
Valparaíso,San Esteban,Perú,25.0
Valparaíso,San Esteban,Venezuela (República Bolivariana de),218.0
Valparaíso,San Esteban,Otros países de América del Sur,31.0
Valparaíso,San Esteban,Otros países de América Central y El Caribe,10.0
Valparaíso,San Esteban,América del Norte,7.0
Valparaíso,San Esteban,Europa,20.0
Valparaíso,San Esteban,Asia,1.0
Valparaíso,San Esteban,África,3.0
Valparaíso,San Esteban,Oceanía,0.0
Valparaíso,San Esteban,País de nacimiento no declarado,1.0
Valparaíso,La Ligua,Total nacidos fuera del país,1651.0
Valparaíso,La Ligua,Argentina,103.0
Valparaíso,La Ligua,Bolivia (Estado Plurinacional de),52.0
Valparaíso,La Ligua,Colombia,145.0
Valparaíso,La Ligua,Haití,294.0
Valparaíso,La Ligua,Perú,83.0
Valparaíso,La Ligua,Venezuela (República Bolivariana de),817.0
Valparaíso,La Ligua,Otros países de América del Sur,52.0
Valparaíso,La Ligua,Otros países de América Central y El Caribe,56.0
Valparaíso,La Ligua,América del Norte,7.0
Valparaíso,La Ligua,Europa,25.0
Valparaíso,La Ligua,Asia,12.0
Valparaíso,La Ligua,África,4.0
Valparaíso,La Ligua,Oceanía,1.0
Valparaíso,La Ligua,País de nacimiento no declarado,0.0
Valparaíso,Cabildo,Total nacidos fuera del país,461.0
Valparaíso,Cabildo,Argentina,39.0
Valparaíso,Cabildo,Bolivia (Estado Plurinacional de),172.0
Valparaíso,Cabildo,Colombia,71.0
Valparaíso,Cabildo,Haití,47.0
Valparaíso,Cabildo,Perú,10.0
Valparaíso,Cabildo,Venezuela (República Bolivariana de),79.0
Valparaíso,Cabildo,Otros países de América del Sur,15.0
Valparaíso,Cabildo,Otros países de América Central y El Caribe,11.0
Valparaíso,Cabildo,América del Norte,1.0
Valparaíso,Cabildo,Europa,5.0
Valparaíso,Cabildo,Asia,10.0
Valparaíso,Cabildo,África,1.0
Valparaíso,Cabildo,Oceanía,0.0
Valparaíso,Cabildo,País de nacimiento no declarado,0.0
Valparaíso,Papudo,Total nacidos fuera del país,377.0
Valparaíso,Papudo,Argentina,45.0
Valparaíso,Papudo,Bolivia (Estado Plurinacional de),4.0
Valparaíso,Papudo,Colombia,46.0
Valparaíso,Papudo,Haití,3.0
Valparaíso,Papudo,Perú,18.0
Valparaíso,Papudo,Venezuela (República Bolivariana de),221.0
Valparaíso,Papudo,Otros países de América del Sur,10.0
Valparaíso,Papudo,Otros países de América Central y El Caribe,9.0
Valparaíso,Papudo,América del Norte,7.0
Valparaíso,Papudo,Europa,11.0
Valparaíso,Papudo,Asia,2.0
Valparaíso,Papudo,África,0.0
Valparaíso,Papudo,Oceanía,1.0
Valparaíso,Papudo,País de nacimiento no declarado,0.0
Valparaíso,Petorca,Total nacidos fuera del país,199.0
Valparaíso,Petorca,Argentina,33.0
Valparaíso,Petorca,Bolivia (Estado Plurinacional de),57.0
Valparaíso,Petorca,Colombia,7.0
Valparaíso,Petorca,Haití,39.0
Valparaíso,Petorca,Perú,10.0
Valparaíso,Petorca,Venezuela (República Bolivariana de),30.0
Valparaíso,Petorca,Otros países de América del Sur,11.0
Valparaíso,Petorca,Otros países de América Central y El Caribe,0.0
Valparaíso,Petorca,América del Norte,3.0
Valparaíso,Petorca,Europa,8.0
Valparaíso,Petorca,Asia,1.0
Valparaíso,Petorca,África,0.0
Valparaíso,Petorca,Oceanía,0.0
Valparaíso,Petorca,País de nacimiento no declarado,0.0
Valparaíso,Zapallar,Total nacidos fuera del país,228.0
Valparaíso,Zapallar,Argentina,32.0
Valparaíso,Zapallar,Bolivia (Estado Plurinacional de),5.0
Valparaíso,Zapallar,Colombia,19.0
Valparaíso,Zapallar,Haití,11.0
Valparaíso,Zapallar,Perú,35.0
Valparaíso,Zapallar,Venezuela (República Bolivariana de),62.0
Valparaíso,Zapallar,Otros países de América del Sur,26.0
Valparaíso,Zapallar,Otros países de América Central y El Caribe,5.0
Valparaíso,Zapallar,América del Norte,3.0
Valparaíso,Zapallar,Europa,19.0
Valparaíso,Zapallar,Asia,6.0
Valparaíso,Zapallar,África,4.0
Valparaíso,Zapallar,Oceanía,0.0
Valparaíso,Zapallar,País de nacimiento no declarado,1.0
Valparaíso,Quillota,Total nacidos fuera del país,7951.0
Valparaíso,Quillota,Argentina,389.0
Valparaíso,Quillota,Bolivia (Estado Plurinacional de),108.0
Valparaíso,Quillota,Colombia,660.0
Valparaíso,Quillota,Haití,296.0
Valparaíso,Quillota,Perú,243.0
Valparaíso,Quillota,Venezuela (República Bolivariana de),5652.0
Valparaíso,Quillota,Otros países de América del Sur,253.0
Valparaíso,Quillota,Otros países de América Central y El Caribe,98.0
Valparaíso,Quillota,América del Norte,50.0
Valparaíso,Quillota,Europa,119.0
Valparaíso,Quillota,Asia,58.0
Valparaíso,Quillota,África,10.0
Valparaíso,Quillota,Oceanía,8.0
Valparaíso,Quillota,País de nacimiento no declarado,7.0
Valparaíso,Calera,Total nacidos fuera del país,2991.0
Valparaíso,Calera,Argentina,218.0
Valparaíso,Calera,Bolivia (Estado Plurinacional de),69.0
Valparaíso,Calera,Colombia,388.0
Valparaíso,Calera,Haití,384.0
Valparaíso,Calera,Perú,115.0
Valparaíso,Calera,Venezuela (República Bolivariana de),1586.0
Valparaíso,Calera,Otros países de América del Sur,121.0
Valparaíso,Calera,Otros países de América Central y El Caribe,39.0
Valparaíso,Calera,América del Norte,12.0
Valparaíso,Calera,Europa,33.0
Valparaíso,Calera,Asia,20.0
Valparaíso,Calera,África,4.0
Valparaíso,Calera,Oceanía,2.0
Valparaíso,Calera,País de nacimiento no declarado,0.0
Valparaíso,Hijuelas,Total nacidos fuera del país,832.0
