NOMBRE REGIÓN  RESIDENCIA HABITUAL ACTUAL,NOMBRE COMUNA RESIDENCIA HABITUAL ACTUAL,GRUPO DE EDAD,TOTAL POBLACIÓN NACIDA FUERA DEL PAÍS
ATACAMA,CALDERA,55 a 59,15
ATACAMA,CALDERA,60 a 64,7
ATACAMA,CALDERA,65 a 69,7
ATACAMA,CALDERA,70 a 74,2
ATACAMA,CALDERA,75 a 79,2
ATACAMA,CALDERA,80 a 84,2
ATACAMA,CALDERA,85 a 89,0
ATACAMA,CALDERA,90 a 94,0
ATACAMA,CALDERA,95 a 99,0
ATACAMA,CALDERA,100 o más,0
ATACAMA,TIERRA AMARILLA,Total Comuna,544
ATACAMA,TIERRA AMARILLA,0 a 4,10
ATACAMA,TIERRA AMARILLA,5 a 9,21
ATACAMA,TIERRA AMARILLA,10 a 14,19
ATACAMA,TIERRA AMARILLA,15 a 19,30
ATACAMA,TIERRA AMARILLA,20 a 24,103
ATACAMA,TIERRA AMARILLA,25 a 29,90
ATACAMA,TIERRA AMARILLA,30 a 34,81
ATACAMA,TIERRA AMARILLA,35 a 39,76
ATACAMA,TIERRA AMARILLA,40 a 44,34
ATACAMA,TIERRA AMARILLA,45 a 49,30
ATACAMA,TIERRA AMARILLA,50 a 54,19
ATACAMA,TIERRA AMARILLA,55 a 59,17
ATACAMA,TIERRA AMARILLA,60 a 64,7
ATACAMA,TIERRA AMARILLA,65 a 69,1
ATACAMA,TIERRA AMARILLA,70 a 74,2
ATACAMA,TIERRA AMARILLA,75 a 79,0
ATACAMA,TIERRA AMARILLA,80 a 84,1
ATACAMA,TIERRA AMARILLA,85 a 89,3
ATACAMA,TIERRA AMARILLA,90 a 94,0
ATACAMA,TIERRA AMARILLA,95 a 99,0
ATACAMA,TIERRA AMARILLA,100 o más,0
ATACAMA,CHAÑARAL,Total Comuna,156
ATACAMA,CHAÑARAL,0 a 4,5
ATACAMA,CHAÑARAL,5 a 9,7
ATACAMA,CHAÑARAL,10 a 14,9
ATACAMA,CHAÑARAL,15 a 19,6
ATACAMA,CHAÑARAL,20 a 24,23
ATACAMA,CHAÑARAL,25 a 29,33
ATACAMA,CHAÑARAL,30 a 34,21
ATACAMA,CHAÑARAL,35 a 39,18
ATACAMA,CHAÑARAL,40 a 44,6
ATACAMA,CHAÑARAL,45 a 49,11
ATACAMA,CHAÑARAL,50 a 54,7
ATACAMA,CHAÑARAL,55 a 59,3
ATACAMA,CHAÑARAL,60 a 64,2
ATACAMA,CHAÑARAL,65 a 69,1
ATACAMA,CHAÑARAL,70 a 74,1
ATACAMA,CHAÑARAL,75 a 79,2
ATACAMA,CHAÑARAL,80 a 84,0
ATACAMA,CHAÑARAL,85 a 89,0
ATACAMA,CHAÑARAL,90 a 94,0
ATACAMA,CHAÑARAL,95 a 99,0
ATACAMA,CHAÑARAL,100 o más,1
ATACAMA,DIEGO DE ALMAGRO,Total Comuna,376
ATACAMA,DIEGO DE ALMAGRO,0 a 4,10
ATACAMA,DIEGO DE ALMAGRO,5 a 9,18
ATACAMA,DIEGO DE ALMAGRO,10 a 14,24
ATACAMA,DIEGO DE ALMAGRO,15 a 19,17
ATACAMA,DIEGO DE ALMAGRO,20 a 24,49
ATACAMA,DIEGO DE ALMAGRO,25 a 29,46
ATACAMA,DIEGO DE ALMAGRO,30 a 34,68
ATACAMA,DIEGO DE ALMAGRO,35 a 39,54
ATACAMA,DIEGO DE ALMAGRO,40 a 44,40
ATACAMA,DIEGO DE ALMAGRO,45 a 49,18
ATACAMA,DIEGO DE ALMAGRO,50 a 54,15
ATACAMA,DIEGO DE ALMAGRO,55 a 59,3
ATACAMA,DIEGO DE ALMAGRO,60 a 64,6
ATACAMA,DIEGO DE ALMAGRO,65 a 69,3
ATACAMA,DIEGO DE ALMAGRO,70 a 74,3
ATACAMA,DIEGO DE ALMAGRO,75 a 79,1
ATACAMA,DIEGO DE ALMAGRO,80 a 84,0
ATACAMA,DIEGO DE ALMAGRO,85 a 89,1
ATACAMA,DIEGO DE ALMAGRO,90 a 94,0
ATACAMA,DIEGO DE ALMAGRO,95 a 99,0
ATACAMA,DIEGO DE ALMAGRO,100 o más,0
ATACAMA,VALLENAR,Total Comuna,925
ATACAMA,VALLENAR,0 a 4,34
ATACAMA,VALLENAR,5 a 9,46
ATACAMA,VALLENAR,10 a 14,25
ATACAMA,VALLENAR,15 a 19,48
ATACAMA,VALLENAR,20 a 24,106
ATACAMA,VALLENAR,25 a 29,189
ATACAMA,VALLENAR,30 a 34,137
ATACAMA,VALLENAR,35 a 39,114
ATACAMA,VALLENAR,40 a 44,65
ATACAMA,VALLENAR,45 a 49,57
ATACAMA,VALLENAR,50 a 54,31
ATACAMA,VALLENAR,55 a 59,27
ATACAMA,VALLENAR,60 a 64,15
ATACAMA,VALLENAR,65 a 69,12
ATACAMA,VALLENAR,70 a 74,5
ATACAMA,VALLENAR,75 a 79,4
ATACAMA,VALLENAR,80 a 84,3
ATACAMA,VALLENAR,85 a 89,3
ATACAMA,VALLENAR,90 a 94,0
ATACAMA,VALLENAR,95 a 99,2
ATACAMA,VALLENAR,100 o más,2
ATACAMA,ALTO DEL CARMEN,Total Comuna,77
ATACAMA,ALTO DEL CARMEN,0 a 4,0
ATACAMA,ALTO DEL CARMEN,5 a 9,2
ATACAMA,ALTO DEL CARMEN,10 a 14,0
ATACAMA,ALTO DEL CARMEN,15 a 19,0
ATACAMA,ALTO DEL CARMEN,20 a 24,11
ATACAMA,ALTO DEL CARMEN,25 a 29,12
ATACAMA,ALTO DEL CARMEN,30 a 34,21
ATACAMA,ALTO DEL CARMEN,35 a 39,14
ATACAMA,ALTO DEL CARMEN,40 a 44,6
ATACAMA,ALTO DEL CARMEN,45 a 49,5
ATACAMA,ALTO DEL CARMEN,50 a 54,1
ATACAMA,ALTO DEL CARMEN,55 a 59,1
ATACAMA,ALTO DEL CARMEN,60 a 64,1
ATACAMA,ALTO DEL CARMEN,65 a 69,1
ATACAMA,ALTO DEL CARMEN,70 a 74,1
ATACAMA,ALTO DEL CARMEN,75 a 79,1
ATACAMA,ALTO DEL CARMEN,80 a 84,0
ATACAMA,ALTO DEL CARMEN,85 a 89,0
ATACAMA,ALTO DEL CARMEN,90 a 94,0
ATACAMA,ALTO DEL CARMEN,95 a 99,0
ATACAMA,ALTO DEL CARMEN,100 o más,0
ATACAMA,FREIRINA,Total Comuna,41
ATACAMA,FREIRINA,0 a 4,3
ATACAMA,FREIRINA,5 a 9,2
ATACAMA,FREIRINA,10 a 14,0
ATACAMA,FREIRINA,15 a 19,4
ATACAMA,FREIRINA,20 a 24,1
ATACAMA,FREIRINA,25 a 29,5
ATACAMA,FREIRINA,30 a 34,5
ATACAMA,FREIRINA,35 a 39,7
ATACAMA,FREIRINA,40 a 44,4
ATACAMA,FREIRINA,45 a 49,4
ATACAMA,FREIRINA,50 a 54,1
ATACAMA,FREIRINA,55 a 59,2
ATACAMA,FREIRINA,60 a 64,1
ATACAMA,FREIRINA,65 a 69,1
ATACAMA,FREIRINA,70 a 74,0
ATACAMA,FREIRINA,75 a 79,1
ATACAMA,FREIRINA,80 a 84,0
ATACAMA,FREIRINA,85 a 89,0
ATACAMA,FREIRINA,90 a 94,0
ATACAMA,FREIRINA,95 a 99,0
ATACAMA,FREIRINA,100 o más,0
ATACAMA,HUASCO,Total Comuna,181
ATACAMA,HUASCO,0 a 4,7
ATACAMA,HUASCO,5 a 9,13
ATACAMA,HUASCO,10 a 14,10
ATACAMA,HUASCO,15 a 19,20
ATACAMA,HUASCO,20 a 24,23
ATACAMA,HUASCO,25 a 29,28
ATACAMA,HUASCO,30 a 34,18
ATACAMA,HUASCO,35 a 39,24
ATACAMA,HUASCO,40 a 44,8
ATACAMA,HUASCO,45 a 49,12
ATACAMA,HUASCO,50 a 54,10
ATACAMA,HUASCO,55 a 59,6
ATACAMA,HUASCO,60 a 64,1
ATACAMA,HUASCO,65 a 69,0
ATACAMA,HUASCO,70 a 74,0
ATACAMA,HUASCO,75 a 79,1
ATACAMA,HUASCO,80 a 84,0
ATACAMA,HUASCO,85 a 89,0
ATACAMA,HUASCO,90 a 94,0
ATACAMA,HUASCO,95 a 99,0
ATACAMA,HUASCO,100 o más,0
COQUIMBO,LA SERENA,Total Comuna,5489
COQUIMBO,LA SERENA,0 a 4,114
COQUIMBO,LA SERENA,5 a 9,273
COQUIMBO,LA SERENA,10 a 14,289
COQUIMBO,LA SERENA,15 a 19,306
COQUIMBO,LA SERENA,20 a 24,498
COQUIMBO,LA SERENA,25 a 29,797
COQUIMBO,LA SERENA,30 a 34,765
COQUIMBO,LA SERENA,35 a 39,695
COQUIMBO,LA SERENA,40 a 44,516
COQUIMBO,LA SERENA,45 a 49,357
COQUIMBO,LA SERENA,50 a 54,286
COQUIMBO,LA SERENA,55 a 59,173
COQUIMBO,LA SERENA,60 a 64,124
COQUIMBO,LA SERENA,65 a 69,104
COQUIMBO,LA SERENA,70 a 74,66
COQUIMBO,LA SERENA,75 a 79,52
COQUIMBO,LA SERENA,80 a 84,38
COQUIMBO,LA SERENA,85 a 89,25
COQUIMBO,LA SERENA,90 a 94,9
COQUIMBO,LA SERENA,95 a 99,2
COQUIMBO,LA SERENA,100 o más,0
COQUIMBO,COQUIMBO,Total Comuna,5445
COQUIMBO,COQUIMBO,0 a 4,112
COQUIMBO,COQUIMBO,5 a 9,263
COQUIMBO,COQUIMBO,10 a 14,304
COQUIMBO,COQUIMBO,15 a 19,309
COQUIMBO,COQUIMBO,20 a 24,660
COQUIMBO,COQUIMBO,25 a 29,839
COQUIMBO,COQUIMBO,30 a 34,825
COQUIMBO,COQUIMBO,35 a 39,700
COQUIMBO,COQUIMBO,40 a 44,471
COQUIMBO,COQUIMBO,45 a 49,307
COQUIMBO,COQUIMBO,50 a 54,219
COQUIMBO,COQUIMBO,55 a 59,149
COQUIMBO,COQUIMBO,60 a 64,80
COQUIMBO,COQUIMBO,65 a 69,71
COQUIMBO,COQUIMBO,70 a 74,55
COQUIMBO,COQUIMBO,75 a 79,28
COQUIMBO,COQUIMBO,80 a 84,30
COQUIMBO,COQUIMBO,85 a 89,13
COQUIMBO,COQUIMBO,90 a 94,7
COQUIMBO,COQUIMBO,95 a 99,2
COQUIMBO,COQUIMBO,100 o más,1
COQUIMBO,ANDACOLLO,Total Comuna,52
COQUIMBO,ANDACOLLO,0 a 4,0
COQUIMBO,ANDACOLLO,5 a 9,0
COQUIMBO,ANDACOLLO,10 a 14,2
COQUIMBO,ANDACOLLO,15 a 19,5
COQUIMBO,ANDACOLLO,20 a 24,4
COQUIMBO,ANDACOLLO,25 a 29,3
COQUIMBO,ANDACOLLO,30 a 34,7
COQUIMBO,ANDACOLLO,35 a 39,11
COQUIMBO,ANDACOLLO,40 a 44,5
COQUIMBO,ANDACOLLO,45 a 49,3
COQUIMBO,ANDACOLLO,50 a 54,2
COQUIMBO,ANDACOLLO,55 a 59,4
COQUIMBO,ANDACOLLO,60 a 64,0
COQUIMBO,ANDACOLLO,65 a 69,2
COQUIMBO,ANDACOLLO,70 a 74,2
COQUIMBO,ANDACOLLO,75 a 79,0
COQUIMBO,ANDACOLLO,80 a 84,2
COQUIMBO,ANDACOLLO,85 a 89,0
COQUIMBO,ANDACOLLO,90 a 94,0
COQUIMBO,ANDACOLLO,95 a 99,0
COQUIMBO,ANDACOLLO,100 o más,0
COQUIMBO,LA HIGUERA,Total Comuna,43
COQUIMBO,LA HIGUERA,0 a 4,1
COQUIMBO,LA HIGUERA,5 a 9,0
COQUIMBO,LA HIGUERA,10 a 14,2
COQUIMBO,LA HIGUERA,15 a 19,3
COQUIMBO,LA HIGUERA,20 a 24,4
COQUIMBO,LA HIGUERA,25 a 29,3
COQUIMBO,LA HIGUERA,30 a 34,3
COQUIMBO,LA HIGUERA,35 a 39,6
COQUIMBO,LA HIGUERA,40 a 44,4
COQUIMBO,LA HIGUERA,45 a 49,4
COQUIMBO,LA HIGUERA,50 a 54,5
COQUIMBO,LA HIGUERA,55 a 59,3
COQUIMBO,LA HIGUERA,60 a 64,4
COQUIMBO,LA HIGUERA,65 a 69,0
COQUIMBO,LA HIGUERA,70 a 74,1
COQUIMBO,LA HIGUERA,75 a 79,0
COQUIMBO,LA HIGUERA,80 a 84,0
COQUIMBO,LA HIGUERA,85 a 89,0
COQUIMBO,LA HIGUERA,90 a 94,0
COQUIMBO,LA HIGUERA,95 a 99,0
COQUIMBO,LA HIGUERA,100 o más,0
COQUIMBO,PAIGUANO,Total Comuna,72
COQUIMBO,PAIGUANO,0 a 4,2
COQUIMBO,PAIGUANO,5 a 9,3
COQUIMBO,PAIGUANO,10 a 14,5
COQUIMBO,PAIGUANO,15 a 19,4
COQUIMBO,PAIGUANO,20 a 24,5
COQUIMBO,PAIGUANO,25 a 29,5
COQUIMBO,PAIGUANO,30 a 34,7
COQUIMBO,PAIGUANO,35 a 39,7
COQUIMBO,PAIGUANO,40 a 44,8
COQUIMBO,PAIGUANO,45 a 49,4
COQUIMBO,PAIGUANO,50 a 54,4
COQUIMBO,PAIGUANO,55 a 59,4
COQUIMBO,PAIGUANO,60 a 64,7
COQUIMBO,PAIGUANO,65 a 69,2
COQUIMBO,PAIGUANO,70 a 74,1
COQUIMBO,PAIGUANO,75 a 79,1
COQUIMBO,PAIGUANO,80 a 84,1
COQUIMBO,PAIGUANO,85 a 89,2
COQUIMBO,PAIGUANO,90 a 94,0
COQUIMBO,PAIGUANO,95 a 99,0
COQUIMBO,PAIGUANO,100 o más,0
COQUIMBO,VICUÑA,Total Comuna,466
COQUIMBO,VICUÑA,0 a 4,18
COQUIMBO,VICUÑA,5 a 9,19
COQUIMBO,VICUÑA,10 a 14,15
COQUIMBO,VICUÑA,15 a 19,25
COQUIMBO,VICUÑA,20 a 24,73
COQUIMBO,VICUÑA,25 a 29,62
COQUIMBO,VICUÑA,30 a 34,61
COQUIMBO,VICUÑA,35 a 39,63
COQUIMBO,VICUÑA,40 a 44,34
COQUIMBO,VICUÑA,45 a 49,22
COQUIMBO,VICUÑA,50 a 54,20
COQUIMBO,VICUÑA,55 a 59,17
COQUIMBO,VICUÑA,60 a 64,12
COQUIMBO,VICUÑA,65 a 69,11
COQUIMBO,VICUÑA,70 a 74,5
COQUIMBO,VICUÑA,75 a 79,4
COQUIMBO,VICUÑA,80 a 84,3
COQUIMBO,VICUÑA,85 a 89,2
COQUIMBO,VICUÑA,90 a 94,0
COQUIMBO,VICUÑA,95 a 99,0
COQUIMBO,VICUÑA,100 o más,0
COQUIMBO,ILLAPEL,Total Comuna,332
COQUIMBO,ILLAPEL,0 a 4,9
COQUIMBO,ILLAPEL,5 a 9,17
COQUIMBO,ILLAPEL,10 a 14,17
COQUIMBO,ILLAPEL,15 a 19,16
COQUIMBO,ILLAPEL,20 a 24,38
COQUIMBO,ILLAPEL,25 a 29,37
COQUIMBO,ILLAPEL,30 a 34,50
COQUIMBO,ILLAPEL,35 a 39,55
COQUIMBO,ILLAPEL,40 a 44,27
COQUIMBO,ILLAPEL,45 a 49,23
COQUIMBO,ILLAPEL,50 a 54,10
COQUIMBO,ILLAPEL,55 a 59,6
COQUIMBO,ILLAPEL,60 a 64,8
COQUIMBO,ILLAPEL,65 a 69,5
COQUIMBO,ILLAPEL,70 a 74,6
COQUIMBO,ILLAPEL,75 a 79,3
COQUIMBO,ILLAPEL,80 a 84,2
COQUIMBO,ILLAPEL,85 a 89,2
COQUIMBO,ILLAPEL,90 a 94,1
COQUIMBO,ILLAPEL,95 a 99,0
COQUIMBO,ILLAPEL,100 o más,0
COQUIMBO,CANELA,Total Comuna,33
COQUIMBO,CANELA,0 a 4,0
COQUIMBO,CANELA,5 a 9,1
COQUIMBO,CANELA,10 a 14,0
COQUIMBO,CANELA,15 a 19,0
COQUIMBO,CANELA,20 a 24,2
COQUIMBO,CANELA,25 a 29,5
COQUIMBO,CANELA,30 a 34,6
COQUIMBO,CANELA,35 a 39,5
COQUIMBO,CANELA,40 a 44,4
COQUIMBO,CANELA,45 a 49,3
COQUIMBO,CANELA,50 a 54,2
COQUIMBO,CANELA,55 a 59,2
COQUIMBO,CANELA,60 a 64,0
COQUIMBO,CANELA,65 a 69,1
COQUIMBO,CANELA,70 a 74,1
COQUIMBO,CANELA,75 a 79,0
COQUIMBO,CANELA,80 a 84,0
COQUIMBO,CANELA,85 a 89,1
COQUIMBO,CANELA,90 a 94,0
COQUIMBO,CANELA,95 a 99,0
COQUIMBO,CANELA,100 o más,0
COQUIMBO,LOS VILOS,Total Comuna,606
COQUIMBO,LOS VILOS,0 a 4,9
COQUIMBO,LOS VILOS,5 a 9,10
COQUIMBO,LOS VILOS,10 a 14,13
COQUIMBO,LOS VILOS,15 a 19,26
COQUIMBO,LOS VILOS,20 a 24,132
COQUIMBO,LOS VILOS,25 a 29,130
COQUIMBO,LOS VILOS,30 a 34,92
COQUIMBO,LOS VILOS,35 a 39,69
COQUIMBO,LOS VILOS,40 a 44,45
COQUIMBO,LOS VILOS,45 a 49,24
COQUIMBO,LOS VILOS,50 a 54,14
COQUIMBO,LOS VILOS,55 a 59,11
COQUIMBO,LOS VILOS,60 a 64,14
COQUIMBO,LOS VILOS,65 a 69,4
COQUIMBO,LOS VILOS,70 a 74,6
COQUIMBO,LOS VILOS,75 a 79,3
COQUIMBO,LOS VILOS,80 a 84,1
COQUIMBO,LOS VILOS,85 a 89,1
COQUIMBO,LOS VILOS,90 a 94,2
COQUIMBO,LOS VILOS,95 a 99,0
COQUIMBO,LOS VILOS,100 o más,0
COQUIMBO,SALAMANCA,Total Comuna,459
COQUIMBO,SALAMANCA,0 a 4,8
COQUIMBO,SALAMANCA,5 a 9,30
COQUIMBO,SALAMANCA,10 a 14,24
COQUIMBO,SALAMANCA,15 a 19,35
COQUIMBO,SALAMANCA,20 a 24,56
COQUIMBO,SALAMANCA,25 a 29,67
COQUIMBO,SALAMANCA,30 a 34,63
COQUIMBO,SALAMANCA,35 a 39,57
COQUIMBO,SALAMANCA,40 a 44,42
COQUIMBO,SALAMANCA,45 a 49,27
COQUIMBO,SALAMANCA,50 a 54,16
COQUIMBO,SALAMANCA,55 a 59,15
COQUIMBO,SALAMANCA,60 a 64,8
COQUIMBO,SALAMANCA,65 a 69,0
COQUIMBO,SALAMANCA,70 a 74,6
COQUIMBO,SALAMANCA,75 a 79,1
COQUIMBO,SALAMANCA,80 a 84,2
COQUIMBO,SALAMANCA,85 a 89,1
COQUIMBO,SALAMANCA,90 a 94,0
COQUIMBO,SALAMANCA,95 a 99,0
COQUIMBO,SALAMANCA,100 o más,1
COQUIMBO,OVALLE,Total Comuna,1419
COQUIMBO,OVALLE,0 a 4,39
COQUIMBO,OVALLE,5 a 9,49
COQUIMBO,OVALLE,10 a 14,51
COQUIMBO,OVALLE,15 a 19,69
COQUIMBO,OVALLE,20 a 24,157
COQUIMBO,OVALLE,25 a 29,218
COQUIMBO,OVALLE,30 a 34,213
COQUIMBO,OVALLE,35 a 39,179
COQUIMBO,OVALLE,40 a 44,140
COQUIMBO,OVALLE,45 a 49,84
COQUIMBO,OVALLE,50 a 54,69
COQUIMBO,OVALLE,55 a 59,59
COQUIMBO,OVALLE,60 a 64,34
COQUIMBO,OVALLE,65 a 69,23
COQUIMBO,OVALLE,70 a 74,11
COQUIMBO,OVALLE,75 a 79,12
COQUIMBO,OVALLE,80 a 84,6
COQUIMBO,OVALLE,85 a 89,5
COQUIMBO,OVALLE,90 a 94,0
COQUIMBO,OVALLE,95 a 99,0
COQUIMBO,OVALLE,100 o más,1
COQUIMBO,COMBARBALÁ,Total Comuna,67
COQUIMBO,COMBARBALÁ,0 a 4,1
COQUIMBO,COMBARBALÁ,5 a 9,3
COQUIMBO,COMBARBALÁ,10 a 14,4
COQUIMBO,COMBARBALÁ,15 a 19,2
COQUIMBO,COMBARBALÁ,20 a 24,10
COQUIMBO,COMBARBALÁ,25 a 29,14
COQUIMBO,COMBARBALÁ,30 a 34,7
COQUIMBO,COMBARBALÁ,35 a 39,8
COQUIMBO,COMBARBALÁ,40 a 44,5
COQUIMBO,COMBARBALÁ,45 a 49,3
COQUIMBO,COMBARBALÁ,50 a 54,2
COQUIMBO,COMBARBALÁ,55 a 59,3
COQUIMBO,COMBARBALÁ,60 a 64,2
COQUIMBO,COMBARBALÁ,65 a 69,0
COQUIMBO,COMBARBALÁ,70 a 74,1
COQUIMBO,COMBARBALÁ,75 a 79,0
COQUIMBO,COMBARBALÁ,80 a 84,1
COQUIMBO,COMBARBALÁ,85 a 89,0
COQUIMBO,COMBARBALÁ,90 a 94,1
COQUIMBO,COMBARBALÁ,95 a 99,0
COQUIMBO,COMBARBALÁ,100 o más,0
COQUIMBO,MONTE PATRIA,Total Comuna,168
COQUIMBO,MONTE PATRIA,0 a 4,4
COQUIMBO,MONTE PATRIA,5 a 9,6
COQUIMBO,MONTE PATRIA,10 a 14,5
COQUIMBO,MONTE PATRIA,15 a 19,10
COQUIMBO,MONTE PATRIA,20 a 24,24
COQUIMBO,MONTE PATRIA,25 a 29,26
COQUIMBO,MONTE PATRIA,30 a 34,27
COQUIMBO,MONTE PATRIA,35 a 39,11
COQUIMBO,MONTE PATRIA,40 a 44,17
COQUIMBO,MONTE PATRIA,45 a 49,11
COQUIMBO,MONTE PATRIA,50 a 54,7
COQUIMBO,MONTE PATRIA,55 a 59,7
COQUIMBO,MONTE PATRIA,60 a 64,3
COQUIMBO,MONTE PATRIA,65 a 69,4
COQUIMBO,MONTE PATRIA,70 a 74,2
COQUIMBO,MONTE PATRIA,75 a 79,2
COQUIMBO,MONTE PATRIA,80 a 84,1
COQUIMBO,MONTE PATRIA,85 a 89,1
COQUIMBO,MONTE PATRIA,90 a 94,0
COQUIMBO,MONTE PATRIA,95 a 99,0
COQUIMBO,MONTE PATRIA,100 o más,0
COQUIMBO,PUNITAQUI,Total Comuna,62
COQUIMBO,PUNITAQUI,0 a 4,2
COQUIMBO,PUNITAQUI,5 a 9,3
COQUIMBO,PUNITAQUI,10 a 14,2
COQUIMBO,PUNITAQUI,15 a 19,5
COQUIMBO,PUNITAQUI,20 a 24,5
COQUIMBO,PUNITAQUI,25 a 29,13
COQUIMBO,PUNITAQUI,30 a 34,6
COQUIMBO,PUNITAQUI,35 a 39,7
COQUIMBO,PUNITAQUI,40 a 44,3
COQUIMBO,PUNITAQUI,45 a 49,2
COQUIMBO,PUNITAQUI,50 a 54,5
COQUIMBO,PUNITAQUI,55 a 59,4
COQUIMBO,PUNITAQUI,60 a 64,0
COQUIMBO,PUNITAQUI,65 a 69,2
COQUIMBO,PUNITAQUI,70 a 74,1
COQUIMBO,PUNITAQUI,75 a 79,0
COQUIMBO,PUNITAQUI,80 a 84,2
COQUIMBO,PUNITAQUI,85 a 89,0
COQUIMBO,PUNITAQUI,90 a 94,0
COQUIMBO,PUNITAQUI,95 a 99,0
COQUIMBO,PUNITAQUI,100 o más,0
COQUIMBO,RÍO HURTADO,Total Comuna,25
COQUIMBO,RÍO HURTADO,0 a 4,0
COQUIMBO,RÍO HURTADO,5 a 9,0
COQUIMBO,RÍO HURTADO,10 a 14,0
COQUIMBO,RÍO HURTADO,15 a 19,3
COQUIMBO,RÍO HURTADO,20 a 24,1
COQUIMBO,RÍO HURTADO,25 a 29,3
COQUIMBO,RÍO HURTADO,30 a 34,4
COQUIMBO,RÍO HURTADO,35 a 39,1
COQUIMBO,RÍO HURTADO,40 a 44,0
COQUIMBO,RÍO HURTADO,45 a 49,1
COQUIMBO,RÍO HURTADO,50 a 54,4
COQUIMBO,RÍO HURTADO,55 a 59,3
COQUIMBO,RÍO HURTADO,60 a 64,3
COQUIMBO,RÍO HURTADO,65 a 69,0
COQUIMBO,RÍO HURTADO,70 a 74,2
COQUIMBO,RÍO HURTADO,75 a 79,0
COQUIMBO,RÍO HURTADO,80 a 84,0
COQUIMBO,RÍO HURTADO,85 a 89,0
COQUIMBO,RÍO HURTADO,90 a 94,0
COQUIMBO,RÍO HURTADO,95 a 99,0
COQUIMBO,RÍO HURTADO,100 o más,0
VALPARAÍSO,VALPARAÍSO,Total Comuna,6087
VALPARAÍSO,VALPARAÍSO,0 a 4,128
VALPARAÍSO,VALPARAÍSO,5 a 9,284
VALPARAÍSO,VALPARAÍSO,10 a 14,301
VALPARAÍSO,VALPARAÍSO,15 a 19,327
VALPARAÍSO,VALPARAÍSO,20 a 24,859
VALPARAÍSO,VALPARAÍSO,25 a 29,1111
VALPARAÍSO,VALPARAÍSO,30 a 34,923
VALPARAÍSO,VALPARAÍSO,35 a 39,676
VALPARAÍSO,VALPARAÍSO,40 a 44,479
VALPARAÍSO,VALPARAÍSO,45 a 49,272
VALPARAÍSO,VALPARAÍSO,50 a 54,196
VALPARAÍSO,VALPARAÍSO,55 a 59,155
VALPARAÍSO,VALPARAÍSO,60 a 64,124
VALPARAÍSO,VALPARAÍSO,65 a 69,70
VALPARAÍSO,VALPARAÍSO,70 a 74,53
VALPARAÍSO,VALPARAÍSO,75 a 79,44
VALPARAÍSO,VALPARAÍSO,80 a 84,35
VALPARAÍSO,VALPARAÍSO,85 a 89,31
VALPARAÍSO,VALPARAÍSO,90 a 94,11
VALPARAÍSO,VALPARAÍSO,95 a 99,5
VALPARAÍSO,VALPARAÍSO,100 o más,3
VALPARAÍSO,CASABLANCA,Total Comuna,487
VALPARAÍSO,CASABLANCA,0 a 4,15
VALPARAÍSO,CASABLANCA,5 a 9,30
VALPARAÍSO,CASABLANCA,10 a 14,27
VALPARAÍSO,CASABLANCA,15 a 19,19
VALPARAÍSO,CASABLANCA,20 a 24,48
VALPARAÍSO,CASABLANCA,25 a 29,74
VALPARAÍSO,CASABLANCA,30 a 34,71
VALPARAÍSO,CASABLANCA,35 a 39,59
VALPARAÍSO,CASABLANCA,40 a 44,38
VALPARAÍSO,CASABLANCA,45 a 49,21
VALPARAÍSO,CASABLANCA,50 a 54,21
VALPARAÍSO,CASABLANCA,55 a 59,21
VALPARAÍSO,CASABLANCA,60 a 64,11
VALPARAÍSO,CASABLANCA,65 a 69,13
VALPARAÍSO,CASABLANCA,70 a 74,14
VALPARAÍSO,CASABLANCA,75 a 79,2
VALPARAÍSO,CASABLANCA,80 a 84,0
VALPARAÍSO,CASABLANCA,85 a 89,2
VALPARAÍSO,CASABLANCA,90 a 94,1
VALPARAÍSO,CASABLANCA,95 a 99,0
VALPARAÍSO,CASABLANCA,100 o más,0
VALPARAÍSO,CONCÓN,Total Comuna,1786
VALPARAÍSO,CONCÓN,0 a 4,40
VALPARAÍSO,CONCÓN,5 a 9,75
VALPARAÍSO,CONCÓN,10 a 14,94
VALPARAÍSO,CONCÓN,15 a 19,119
VALPARAÍSO,CONCÓN,20 a 24,161
VALPARAÍSO,CONCÓN,25 a 29,215
VALPARAÍSO,CONCÓN,30 a 34,182
VALPARAÍSO,CONCÓN,35 a 39,199
VALPARAÍSO,CONCÓN,40 a 44,202
VALPARAÍSO,CONCÓN,45 a 49,151
VALPARAÍSO,CONCÓN,50 a 54,117
VALPARAÍSO,CONCÓN,55 a 59,73
VALPARAÍSO,CONCÓN,60 a 64,45
VALPARAÍSO,CONCÓN,65 a 69,39
VALPARAÍSO,CONCÓN,70 a 74,31
VALPARAÍSO,CONCÓN,75 a 79,16
VALPARAÍSO,CONCÓN,80 a 84,18
VALPARAÍSO,CONCÓN,85 a 89,4
VALPARAÍSO,CONCÓN,90 a 94,4
VALPARAÍSO,CONCÓN,95 a 99,1
VALPARAÍSO,CONCÓN,100 o más,0
VALPARAÍSO,JUAN FERNÁNDEZ,Total Comuna,28
VALPARAÍSO,JUAN FERNÁNDEZ,0 a 4,0
VALPARAÍSO,JUAN FERNÁNDEZ,5 a 9,1
VALPARAÍSO,JUAN FERNÁNDEZ,10 a 14,2
